	domain	comment	source_corpus
1381	astrologija-regulus.si	ok	MaCoCu-SI-1.0
1382	katalogi.ceneje.si	ok	MaCoCu-SI-1.0
1383	talentiran.si	ok	MaCoCu-SI-1.0
1384	sloveniaholidays.com	ok	MaCoCu-SI-1.0
1385	salonpohistva.si	ok	MaCoCu-SI-1.0
1386	keepcalmandwearlipstick17.blogspot.com	ok	MaCoCu-SI-1.0
1387	vwcampers.si	ok	MaCoCu-SI-1.0
1388	delphi.si	ok	MaCoCu-SI-1.0
1389	silux.si	ok	MaCoCu-SI-1.0
1390	freeweb.t-2.net	ok	MaCoCu-SI-1.0
1391	prostovoljstvo.org	ok	MaCoCu-SI-1.0
1392	kuzek.si	ok	MaCoCu-SI-1.0
1393	norma.si	ok	MaCoCu-SI-1.0
1394	emorje.com	ok	MaCoCu-SI-1.0
1395	britev.si	ok	MaCoCu-SI-1.0
1396	potovanja.nomago.si	ok	MaCoCu-SI-1.0
1397	netokracija.si	ok	MaCoCu-SI-1.0
1398	zdravo.si	ok	MaCoCu-SI-1.0
1399	svet-me.si	ok	MaCoCu-SI-1.0
1400	lekarnaljubljana.si	ok	MaCoCu-SI-1.0
1401	suzd.si	ok	MaCoCu-SI-1.0
1402	avita.si	ok	MaCoCu-SI-1.0
1403	gnes.si	ok	MaCoCu-SI-1.0
1404	pikapolonica.si	ok	MaCoCu-SI-1.0
1405	svetniki.org	ok	MaCoCu-SI-1.0
1406	kavarnahayek.wordpress.com	ok	MaCoCu-SI-1.0
1407	holist.eu	ok	MaCoCu-SI-1.0
1408	support.microsoft.com	ok	MaCoCu-SI-1.0
1409	pepermint.si	ok	MaCoCu-SI-1.0
1410	antene-zupancic.si	ok	MaCoCu-SI-1.0
1411	tell-me.mojforum.si	ok	MaCoCu-SI-1.0
1412	bigbang.si	ok	MaCoCu-SI-1.0
1413	ekspertrfr.si	ok	MaCoCu-SI-1.0
1414	tehnokrat.si	ok	MaCoCu-SI-1.0
1415	croatia.hr	ok	MaCoCu-SI-1.0
1416	cipra.org	ok	MaCoCu-SI-1.0
1417	vsu.ung.si	ok	MaCoCu-SI-1.0
1418	sex2.si	ok	MaCoCu-SI-1.0
1419	seonet.ljse.si	ok	MaCoCu-SI-1.0
1420	bead.si	ok	MaCoCu-SI-1.0
1421	glunis.com	ok	MaCoCu-SI-1.0
1422	kvls.si	ok	MaCoCu-SI-1.0
1423	zemljevid.najdi.si	ok	MaCoCu-SI-1.0
1424	fclitija.si	ok	MaCoCu-SI-1.0
1425	kud.si	ok	MaCoCu-SI-1.0
1426	ced-slovenia.eu	ok	MaCoCu-SI-1.0
1427	polleosport.si	ok	MaCoCu-SI-1.0
1428	zoycik.si	ok	MaCoCu-SI-1.0
1429	t-2.rula.net	ok	MaCoCu-SI-1.0
1430	sl.medicineherbalist.com	ok	MaCoCu-SI-1.0
1431	culinaryjourneybyme.com	ok	MaCoCu-SI-1.0
1432	fantasyrpg.mojforum.si	ok	MaCoCu-SI-1.0
1433	ius-info.ius-software.si	ok	MaCoCu-SI-1.0
1434	optius.com	ok	MaCoCu-SI-1.0
1435	wellneo.si	ok	MaCoCu-SI-1.0
1436	videolectures.net	ok	MaCoCu-SI-1.0
1437	opusdei.org	ok	MaCoCu-SI-1.0
1438	madaboutfilm.si	ok	MaCoCu-SI-1.0
1439	bakovci.net	ok	MaCoCu-SI-1.0
1440	ssgt.si	ok	MaCoCu-SI-1.0
1441	europa.eu	ok	MaCoCu-SI-1.0
1442	doria.si	ok	MaCoCu-SI-1.0
1443	holistic.si	ok	MaCoCu-SI-1.0
1444	ten-net.si	ok	MaCoCu-SI-1.0
1445	megasvet.si	ok	MaCoCu-SI-1.0
1446	kazalci.arso.gov.si	ok	MaCoCu-SI-1.0
1447	helios-suns.si	ok	MaCoCu-SI-1.0
1448	symphony.si	ok	MaCoCu-SI-1.0
1449	interconti.si	ok	MaCoCu-SI-1.0
1450	ourspace.si	ok	MaCoCu-SI-1.0
1451	neodvisni.art	ok	MaCoCu-SI-1.0
1452	printink.si	ok	MaCoCu-SI-1.0
1453	cityofwomen.org	ok	MaCoCu-SI-1.0
1454	mt.com	ok	MaCoCu-SI-1.0
1455	slo-link.si	ok	MaCoCu-SI-1.0
1456	movit.si	ok	MaCoCu-SI-1.0
1457	porscheinterauto.net	ok	MaCoCu-SI-1.0
1458	svetuzitka.com	ok	MaCoCu-SI-1.0
1459	renton.si	ok	MaCoCu-SI-1.0
1460	bimbo.si	ok	MaCoCu-SI-1.0
1461	businesstitans.online	ok	MaCoCu-SI-1.0
1462	pinky-fashion.si	ok	MaCoCu-SI-1.0
1463	sam.si	ok	MaCoCu-SI-1.0
1464	akademijaoxford.com	ok	MaCoCu-SI-1.0
1465	cosmeterie.si	ok	MaCoCu-SI-1.0
1466	pocitnice-fsp.si	ok	MaCoCu-SI-1.0
1467	taekwondowtf.si	ok	MaCoCu-SI-1.0
1468	c21.si	ok	MaCoCu-SI-1.0
1469	forum.fiat-klub.si	ok	MaCoCu-SI-1.0
1470	cuvar.si	ok	MaCoCu-SI-1.0
1471	factorystore.si	ok	MaCoCu-SI-1.0
1472	makspro.si	ok	MaCoCu-SI-1.0
1473	nazraku.si	ok	MaCoCu-SI-1.0
1474	koks.si	ok	MaCoCu-SI-1.0
1475	habeco.si	ok	MaCoCu-SI-1.0
1476	pak.si	ok	MaCoCu-SI-1.0
1477	cvilimozek.si	ok	MaCoCu-SI-1.0
1478	e30.si	ok	MaCoCu-SI-1.0
1479	lifelong.blogspot.com	ok	MaCoCu-SI-1.0
1480	solemio.si	ok	MaCoCu-SI-1.0
1481	jknm.si	ok	MaCoCu-SI-1.0
1482	gohome.si	ok	MaCoCu-SI-1.0
1483	storitev.com	ok	MaCoCu-SI-1.0
1484	philips.si	ok	MaCoCu-SI-1.0
1485	si.aleteia.org	ok	MaCoCu-SI-1.0
1486	freeapproved.com	ok	MaCoCu-SI-1.0
1487	twohomelands.zrc-sazu.si	ok	MaCoCu-SI-1.0
1488	bfcshop.si	ok	MaCoCu-SI-1.0
1489	815.si	ok	MaCoCu-SI-1.0
1490	andrej.mernik.eu	ok	MaCoCu-SI-1.0
1491	fotoultras.si	ok	MaCoCu-SI-1.0
1492	institutfrance.si	ok	MaCoCu-SI-1.0
1493	avtoin.com	ok	MaCoCu-SI-1.0
1494	kakadu.si	ok	MaCoCu-SI-1.0
1495	abcnovice.si	ok	MaCoCu-SI-1.0
1496	click2chic.si	ok	MaCoCu-SI-1.0
1497	aao.si	ok	MaCoCu-SI-1.0
1498	mountvacation.si	ok	MaCoCu-SI-1.0
1499	namarie.divine.si	ok	MaCoCu-SI-1.0
1500	fito-info.si	ok	MaCoCu-SI-1.0
1501	behealthy.si	ok	MaCoCu-SI-1.0
1502	support.mozilla.org	ok	MaCoCu-SI-1.0
1503	fashionista.si	ok	MaCoCu-SI-1.0
1504	sl.wikiquote.org	ok	MaCoCu-SI-1.0
1505	actionmama.com	ok	MaCoCu-SI-1.0
1506	labelhair.si	ok	MaCoCu-SI-1.0
1507	moro.si	ok	MaCoCu-SI-1.0
1508	agrooglasi.si	ok	MaCoCu-SI-1.0
1509	zdravniski-nasveti.net	ok	MaCoCu-SI-1.0
1510	bankingsupervision.europa.eu	ok	MaCoCu-SI-1.0
1511	panasonic.com	ok	MaCoCu-SI-1.0
1512	slosport.org	ok	MaCoCu-SI-1.0
1513	tutorialcup.com	ok	MaCoCu-SI-1.0
1514	napoved-vremena.si	ok	MaCoCu-SI-1.0
1515	urgenca.com	ok	MaCoCu-SI-1.0
1516	grasca.si	ok	MaCoCu-SI-1.0
1517	delimano.si	ok	MaCoCu-SI-1.0
1518	3djake.si	ok	MaCoCu-SI-1.0
1519	liderpnevmatik.si	ok	MaCoCu-SI-1.0
1520	redoljub.si	ok	MaCoCu-SI-1.0
1521	nakupek.si	ok	MaCoCu-SI-1.0
1522	odklop.com	ok	MaCoCu-SI-1.0
1523	ehrana.si	ok	MaCoCu-SI-1.0
1524	izstopaj.si	ok	MaCoCu-SI-1.0
1525	kiroja.si	ok	MaCoCu-SI-1.0
1526	yogi.si	ok	MaCoCu-SI-1.0
1527	mojekarte.si	ok	MaCoCu-SI-1.0
1528	informiran.si	ok	MaCoCu-SI-1.0
1529	triglav-du.si	ok	MaCoCu-SI-1.0
1530	malizakladi.si	ok	MaCoCu-SI-1.0
1531	gtocka.si	ok	MaCoCu-SI-1.0
1532	kwon.si	ok	MaCoCu-SI-1.0
1533	stoja-trade.si	ok	MaCoCu-SI-1.0
1534	re-max.si	ok	MaCoCu-SI-1.0
1535	eurogarden.eu	ok	MaCoCu-SI-1.0
1536	leoss.si	ok	MaCoCu-SI-1.0
1537	makspro.hr	ok	MaCoCu-SI-1.0
1538	navodila.inmaster.si	ok	MaCoCu-SI-1.0
1539	zadnja-mesta.si	ok	MaCoCu-SI-1.0
1540	differenta.si	ok	MaCoCu-SI-1.0
1541	svet-krizarjenj.si	ok	MaCoCu-SI-1.0
1542	gamat.si	ok	MaCoCu-SI-1.0
1543	megabon.eu	ok	MaCoCu-SI-1.0
1544	im.scv.si	ok	MaCoCu-SI-1.0
1545	slovarms.si	ok	MaCoCu-SI-1.0
1546	panthera.si	ok	MaCoCu-SI-1.0
1547	dom24.si	ok	MaCoCu-SI-1.0
1548	playroom.si	ok	MaCoCu-SI-1.0
1549	xenon-forte.si	ok	MaCoCu-SI-1.0
1550	trgovina.span.si	ok	MaCoCu-SI-1.0
1551	zaodrasle.si	ok	MaCoCu-SI-1.0
1552	svetmetraze.si	ok	MaCoCu-SI-1.0
1553	shop.haberkorn.si	ok	MaCoCu-SI-1.0
1554	pekis.si	ok	MaCoCu-SI-1.0
1555	techtrade.si	ok	MaCoCu-SI-1.0
1556	funtech.si	ok	MaCoCu-SI-1.0
1557	poti.rkc.si	ok	MaCoCu-SI-1.0
1558	demago.si	ok	MaCoCu-SI-1.0
1559	hajdi.si	ok	MaCoCu-SI-1.0
1560	sexovnik.si	ok	MaCoCu-SI-1.0
1561	icp-si.eu	ok	MaCoCu-SI-1.0
1562	zelenatrgovina.si	ok	MaCoCu-SI-1.0
1563	adrialog.com	ok	MaCoCu-SI-1.0
1564	zavas.si	ok	MaCoCu-SI-1.0
1565	bal.si	ok	MaCoCu-SI-1.0
1566	fromaustria.com	ok	MaCoCu-SI-1.0
1567	lchf-style.si	ok	MaCoCu-SI-1.0
1568	fotograd.si	ok	MaCoCu-SI-1.0
1569	vsipopusti.si	ok	MaCoCu-SI-1.0
1570	trac.lecad.si	ok	MaCoCu-SI-1.0
1571	shop.porscheinterauto.net	ok	MaCoCu-SI-1.0
1572	zapeljiva.si	ok	MaCoCu-SI-1.0
1573	indigo-nails.si	ok	MaCoCu-SI-1.0
1574	megapohistvo.si	ok	MaCoCu-SI-1.0
1575	obala.net	ok	MaCoCu-SI-1.0
1576	podatki.gov.si	ok	MaCoCu-SI-1.0
1577	nakupovanje.net	ok	MaCoCu-SI-1.0
1578	fenzy.si	ok	MaCoCu-SI-1.0
1579	mtl.si	ok	MaCoCu-SI-1.0
1580	pcplus.si	ok	MaCoCu-SI-1.0
1581	zib.si	ok	MaCoCu-SI-1.0
1582	dolgouhec.eu	ok	MaCoCu-SI-1.0
1583	agppro.si	ok	MaCoCu-SI-1.0
1584	o-ptlasko.ce.edus.si	ok	MaCoCu-SI-1.0
1585	majtoj.si	ok	MaCoCu-SI-1.0
1586	mass.si	ok	MaCoCu-SI-1.0
1587	matsport.si	ok	MaCoCu-SI-1.0
1588	pajsbrezobresti.si	ok	MaCoCu-SI-1.0
